orig_id,month,y,open,promo,schoolholiday,holiday_0,holiday_a,holiday_b,holiday_c,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,storetype_a,storetype_b,storetype_c,storetype_d,storeassort_a,storeassort_b,storeassort_c,t,z0
27543,-1.172055323,-1.119787553,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.259023262,0.196957201,0.37431332,1.006460439,-0.863145199,2.65159311,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,748
27550,-1.172055323,2.981198198,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.693495155,0.196957201,0.178331535,1.006460439,1.749411322,-0.74365017,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,755
27545,-1.172055323,-1.254627463,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.615910888,0.943075782,-0.605595604,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,750
27546,-1.172055323,-0.839286302,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.574532613,-1.668339253,0.76627689,1.006460439,0.845064834,0.95397147,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,751
27547,-1.172055323,0.416931945,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.63013467,1.316135073,0.570295105,1.006460439,1.246996607,-1.59246099,2.232882603,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,752
27548,-1.172055323,-0.066929656,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.650823808,-0.922220671,-0.213632034,1.006460439,-1.265076972,1.80278229,2.232882603,-1.08742968,-0.127915374,2.520744407,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,753
27549,-1.172055323,0.989168557,-1.367802646,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.997841856,1.689194364,-1.193540958,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,754
27551,-1.172055323,-0.314859624,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.253850978,0.196957201,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,756
27552,-1.172055323,-1.065191298,-1.367802646,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.857734144,-0.549161381,-0.213632034,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,757
27553,-1.172055323,-0.153883209,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.685736728,1.316135073,0.570295105,1.006460439,0.845064834,0.95397147,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,758
27554,-1.172055323,-0.02070931,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.627548528,-2.414457834,0.37431332,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,759
27555,-1.172055323,0.53971238,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.390916515,0.570016492,0.570295105,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,760
27556,-1.172055323,-1.108354743,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.534447408,0.196957201,0.178331535,1.006460439,-1.265076972,0.95397147,2.232882603,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,761
27557,-1.172055323,-0.590653247,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,3.468900747,-1.668339253,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,762
27558,-1.172055323,-1.378783504,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,2.725384859,0.196957201,0.178331535,1.006460439,-1.265076972,1.80278229,2.232882603,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,763
27529,-1.172055323,-0.735657353,-0.765146067,-0.942207173,0.722664087,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.451690857,-1.295279962,-0.801577389,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,734
27544,-1.172055323,-0.815136783,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.421132142,-2.041398544,-1.389522743,1.006460439,-0.863145199,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,749
27528,-1.172055323,-0.726960469,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.671512946,0.196957201,0.178331535,1.006460439,1.34747955,0.95397147,2.232882603,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,733
27512,-1.172055323,0.109927361,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.557722688,-0.549161381,1.15824046,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,717
27526,-1.172055323,-1.15760142,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,3.861994364,0.196957201,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,731
27559,-1.172055323,0.288847786,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,2.588319321,-0.922220671,-1.977468098,1.006460439,1.447962493,-2.44127181,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,764
27495,-1.172055323,-0.627076224,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.512465199,-1.668339253,0.570295105,1.006460439,-0.863145199,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,700
27496,-1.172055323,-1.224333573,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.405615288,0.570016492,-1.585504528,1.006460439,2.251826038,-2.44127181,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,701
27497,-1.172055323,-1.503887184,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.689615941,-0.549161381,-0.801577389,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,702
27498,-1.172055323,0.934480595,-1.367802646,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.452983928,-1.295279962,-0.017650249,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,703
27499,-1.172055323,0.173098224,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.164629071,0.570016492,0.570295105,1.006460439,-0.461213427,-0.74365017,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,704
27500,-1.172055323,-0.635650832,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.312514168,0.570016492,0.962258675,1.006460439,-1.265076972,1.80278229,2.232882603,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,705
27501,-1.172055323,0.295603538,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.324969889,-0.17610209,-3.741304161,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,706
27502,-1.172055323,-0.782748916,-0.765146067,-0.942207173,0.722664087,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.783192052,0.943075782,-0.017650249,1.006460439,-0.461213427,1.80278229,0.198198892,-1.08742968,-0.127915374,2.520744407,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,707
27503,-1.172055323,0.887526594,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.635306955,1.689194364,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,708
27504,-1.172055323,-1.034316596,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.505999844,0.570016492,-0.213632034,1.006460439,-0.863145199,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,709
27505,-1.172055323,-0.201020625,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.512484158,-1.668339253,-0.409613819,1.006460439,-1.767491688,-1.59246099,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,710
27506,-1.172055323,-0.692784314,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.07023488,0.570016492,-0.409613819,1.006460439,2.251826038,-2.44127181,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,711
27507,-1.172055323,0.621285787,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.671512946,0.196957201,0.178331535,1.006460439,-1.265076972,1.80278229,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,712
27508,-1.172055323,-0.896649053,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.860776319,0.943075782,-0.801577389,1.006460439,-1.265076972,0.95397147,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,713
27509,-1.172055323,-0.517975422,-0.765146067,-0.942207173,0.722664087,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.215077803,-0.549161381,0.962258675,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,714
27510,-1.172055323,-0.708206381,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.286177755,-2.414457834,-0.213632034,1.006460439,-0.059281654,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,715
27525,-1.172055323,0.390122921,-1.367802646,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.274559074,0.196957201,0.178331535,1.006460439,-1.265076972,1.80278229,0.198198892,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,730
27524,-1.172055323,-0.063460073,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.546085048,0.570016492,0.76627689,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,2.520744407,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,729
27523,-1.172055323,1.212918437,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.461217346,-0.549161381,0.37431332,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,2.520744407,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,728
27522,-1.172055323,-0.815304913,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.109045972,0.196957201,0.178331535,1.006460439,-0.863145199,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,727
27521,-1.172055323,-1.117968697,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.434880933,-1.668339253,-0.409613819,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,726
27520,-1.172055323,1.196518163,-0.765146067,-0.942207173,0.722664087,-1.419937347,-0.633445338,-0.356025383,-0.28730111,4.542149767,-2.041398544,-1.389522743,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,725
27527,-1.172055323,3.939628418,1.645480251,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.588756395,0.943075782,-1.977468098,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,7.81766858,-0.396708209,-0.664196275,-1.057061827,10.92672222,-0.930369381,0.835345774,732
27519,-1.172055323,-0.658470599,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.568086216,-0.549161381,0.570295105,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,724
27517,-1.172055323,-0.018172082,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.030624667,0.570016492,-0.213632034,1.006460439,-1.767491688,0.95397147,1.215540748,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,722
27516,-1.172055323,0.761169584,-0.765146067,-0.942207173,-0.593881592,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.693495155,0.196957201,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,721
27515,-1.172055323,0.043562037,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.235747982,0.570016492,0.570295105,1.006460439,-0.059281654,0.10516065,2.232882603,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,720
27514,-1.172055323,-0.225643964,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.281024429,-1.668339253,0.37431332,1.006460439,-0.863145199,0.95397147,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,719
27513,-1.172055323,-0.892216546,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.359064728,0.196957201,0.178331535,1.006460439,2.251826038,-2.44127181,1.215540748,-1.08742968,-0.127915374,2.520744407,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,718
27511,-1.172055323,-0.57587313,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.659875306,0.196957201,0.178331535,1.006460439,1.749411322,-0.74365017,0.198198892,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,716
27518,-1.172055323,-0.196129583,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.062951444,0.196957201,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,723
27560,-1.172055323,-0.385703308,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.569835319,0.196957201,0.178331535,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,765
27628,-1.172055323,-0.555697582,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.251264835,-1.668339253,0.570295105,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,833
27562,-1.172055323,1.829908083,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.359882809,0.570016492,0.570295105,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,-1.057061827,-0.091518754,1.074841907,0.835345774,767
27599,-1.172055323,-0.732478176,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,2.502976628,0.943075782,0.37431332,1.006460439,-1.265076972,1.80278229,2.232882603,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,804
27600,-1.172055323,-0.297847969,-0.765146067,-0.942207173,-0.100176962,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.666340661,0.196957201,0.178331535,1.006460439,2.151343095,-1.59246099,1.215540748,-1.08742968,-0.127915374,-0.396708209,1.505579056,0.946018459,-0.091518754,-0.930369381,0.835345774,805
27601,-1.172055323,0.725770669,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.199541991,-1.295279962,-0.213632034,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,806
27602,-1.172055323,-0.109191314,-0.765146067,-0.942207173,0.722664087,-1.419937347,-0.633445338,-0.356025383,-0.28730111,1.707737896,0.196957201,0.178331535,1.006460439,0.845064834,-2.44127181,1.215540748,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,807
27603,-1.172055323,0.456427108,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.951291296,0.943075782,-1.781486313,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,808
27604,-1.172055323,-0.613686997,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,0.546560039,1.316135073,0.76627689,-0.99358103,-0.059281654,0.10516065,-0.819142964,-1.08742968,-0.127915374,-0.396708209,1.505579056,-1.057061827,-0.091518754,1.074841907,0.835345774,809
27605,-1.172055323,-1.298371719,-0.765146067,-0.942207173,-0.923018011,-1.419937347,-0.633445338,-0.356025383,-0.28730111,-0.646944595,0.570016492,0.570295105,-0.99358103,-0.059281654,0.10516065,-0.819142964,0.919599693,-0.127915374,-0.396708209,-0.664196275,0.946018459,-0.091518754,-0.930369381,0.835345774,810
