orig_id,id,month,y,open,promo,schoolholiday,holiday_0,holiday_a,holiday_b,holiday_c,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,storetype_a,storetype_b,storetype_c,storetype_d,storeassort_a,storeassort_b,storeassort_c,t,z0
27530,12,-1.0876117,-0.80387664,-1.1001103,-1.043666,-0.27637687,-1.3010434,-0.7766231,-0.49759185,-0.24019945,-0.35032943,-0.044470083,0.20588954,0.92996126,-0.6928648,-0.71412724,0.14681022,-1.1366959,-0.20369074,2.5893998,-0.51449966,-1.0348587,-0.07279247,1.0982369,0.835345774,735
27535,13,-1.1541389,0.17814924,-0.91853356,-0.91866523,-0.31597042,-1.4391967,-0.8817738,-0.44223347,-0.33325255,0.9230186,0.12985083,0.06456973,-1.082779,0.041985303,0.12187427,-0.8484559,-1.1873416,-0.18721925,-0.33533528,1.6188198,-0.9988951,-0.2207851,1.219738,0.835345774,740
27534,14,-1.0492302,-0.18302804,-0.9075854,-0.9753589,-0.57394254,-1.3226973,-0.83217126,-0.4457078,-0.35352746,0.018548943,-1.7056086,0.9738406,-0.97567314,-0.1596474,0.07225315,-0.7819715,-1.3119767,-0.17638443,-0.36933157,1.5134133,0.8987434,-0.16999786,-0.9008873,0.835345774,739
27533,15,-1.1954646,0.58396643,-1.0587465,-0.9514711,-0.067014895,-1.1942967,-0.66341925,-0.2244438,-0.43341792,-0.42248824,-0.54425234,-0.16533594,1.103503,-0.05216543,-0.81007046,0.23072404,-1.1607934,-0.20059821,-0.2981733,1.5583754,-1.070455,-0.108314015,1.0078155,0.835345774,738
27532,16,-1.1661927,0.56577575,-0.9222306,-0.7995678,-0.7972349,-1.3687915,-0.5667215,-0.46706185,-0.27931854,-0.05242305,0.8604602,-0.8524762,-0.83094406,-0.18399817,0.033248886,-0.6780799,-1.0706865,-0.16907938,-0.3892104,1.5890079,-1.1920589,-0.099182494,1.1021307,0.835345774,737
27531,17,-1.0077944,-0.46987072,-1.039623,-1.0756965,-0.65445954,-1.4745513,-0.75184906,-0.34846017,-0.38115135,-0.8841954,-0.9612373,-0.5026886,1.1028115,0.9192801,0.96062785,0.23424894,0.8792815,-0.27347112,-0.38473243,-0.5030619,0.9369059,-0.20147255,-1.005626,0.835345774,736
27542,18,-1.0331581,-0.63011444,-1.0145726,-0.7072014,-0.79792887,-1.481665,-0.71784794,-0.45254746,-0.29345295,-0.4878385,-1.6619049,0.07791649,1.0931137,-1.0135014,-0.8244098,0.27730513,-1.2984799,-0.08016129,-0.30083793,1.6433676,1.0471476,-0.108158275,-0.9986871,0.835345774,747
27536,19,-1.009239,0.30216563,-1.0038362,-0.8260595,-0.8505083,-1.3568993,-0.56626534,-0.49295107,-0.401756,-0.10929901,0.15148856,0.23380785,-0.8991585,-0.10551901,0.20298216,-0.90674186,-1.1917773,-0.13839342,-0.365763,1.5060871,-1.215754,-0.26077133,1.1755042,0.835345774,741
27543,20,-1.0967522,-0.93338776,-0.9931745,-0.86915886,-0.85709614,-1.3339266,-0.6789554,-0.42164308,-0.39714804,-0.34088686,0.37576666,0.35098228,0.95996344,-0.85059625,2.7755225,0.08433419,0.86953664,-0.24919456,-0.26962024,-0.600103,0.9383509,-0.120326996,-0.9640618,0.835345774,748
27550,21,-1.0496656,3.620923,-0.99081665,-0.63583666,-0.91464907,-1.3736241,-0.68195736,-0.4498815,-0.39351645,-0.6724825,0.13000815,0.20693372,1.1424211,1.756914,-0.865848,0.16543585,0.88006985,-0.1792327,-0.4818378,-0.78629154,-1.2786235,-0.06985888,1.0565455,0.835345774,755
27545,22,-1.155541,-1.2048138,-0.7888365,-0.9154732,-0.75415385,-1.2621512,-0.53613186,-0.36173597,-0.18982132,-0.7419242,0.8268372,-0.63406795,-1.1852182,-0.03455858,0.028653406,-0.9176246,1.0273554,-0.030698504,-0.18603298,-0.63243735,0.9906216,-0.2125953,-1.0496209,0.835345774,750
27546,23,-1.0473907,-0.8363823,-1.0667892,-0.9848007,-0.6683664,-1.5648495,-0.54402703,-0.43899578,-0.25762838,-0.86458784,-1.7876672,0.84589124,0.9362384,0.7428514,0.8735052,1.1874062,0.75827116,-0.13176039,-0.3042821,-0.6784598,1.0736877,-0.06270563,-0.93401474,0.835345774,751
27547,24,-1.1008027,0.5677828,-1.0695517,-0.81650096,-0.83674806,-1.3569324,-0.62083507,-0.35696423,-0.31688723,-0.6209369,1.4360476,0.5311195,1.120775,1.3792669,-1.6347892,2.4216263,-1.0691242,-0.102716304,-0.33342427,1.5442619,-1.0979642,-0.17091954,1.0624658,0.835345774,752
27548,25,-1.0642294,0.10967276,-0.9839498,-0.7738159,-0.47008055,-1.4222914,-0.41483903,-0.45895663,-0.21621822,-0.7286403,-1.1468118,-0.17289221,1.1537511,-1.3080429,1.8067065,2.26587,-1.1744591,-0.11945144,2.7960424,-0.53677744,-1.1159557,-0.22047727,1.0695753,0.835345774,753
27549,26,-0.9242351,1.0669903,-1.0466932,-0.8823515,-0.7993077,-1.3437107,-0.41412976,-0.32273906,-0.33452794,0.9826388,1.6182327,-1.1766642,-1.0341755,0.09187468,0.11085947,-0.7386947,-0.981938,-0.27086276,-0.32411513,1.6790063,-1.1077396,-0.000712304,1.2069008,0.835345774,754
27551,27,-1.1657403,-0.43686074,-1.0135933,-0.8822113,-0.7576743,-1.3961362,-0.46535996,-0.4593083,-0.3422521,-0.30342484,0.114387825,0.271492,-0.96635085,0.023873808,0.017239729,-0.9745749,0.869889,-0.19044861,-0.420511,-0.55625564,-1.0215465,-0.20610012,1.086594,0.835345774,756
27552,28,-1.1171635,-0.88156474,-0.96666414,-1.0000654,-0.6334969,-1.3818291,-0.7457282,-0.50763005,-0.305683,1.957468,-0.7445456,-0.27469164,-1.1265068,-0.15261845,0.037823994,-0.96516144,0.9542191,-0.046691217,-0.42904845,-0.62014085,-1.2399383,-0.088579915,1.1050956,0.835345774,757
27553,29,-0.97131044,-0.15254962,-0.945525,-0.8027137,-0.7998868,-1.4766198,-0.64537746,-0.3650661,-0.307601,-0.7101582,1.29121,0.5783346,0.9745506,1.0148035,0.9820736,1.201445,0.8860532,-0.2815385,-0.37604502,-0.6670693,0.8818167,-0.15925136,-0.86346394,0.835345774,758
27554,30,-1.1124996,-0.016332889,-1.0459559,-0.89663076,-0.3886088,-1.097296,-0.8904701,-0.29533827,-0.339906,-0.77407515,-2.50534,0.41063318,-1.0188601,-0.1323405,-0.008536272,-0.8852297,0.79168814,-0.020021291,-0.44655043,-0.62798655,1.1458158,-0.12579693,-0.9820886,0.835345774,759
27555,31,-0.9149253,0.4614965,-0.8429302,-0.61883616,-0.3733455,-1.3434641,-0.81815434,-0.23428272,-0.25846362,-0.42008454,0.42704016,0.6503742,-1.1032724,-0.18643971,0.111188434,-0.9395658,0.9895055,-0.108173326,-0.33418703,-0.5453598,1.096559,-0.11668877,-0.8811461,0.835345774,760
27556,32,-1.2616377,-1.425096,-0.9377732,-0.84925866,-0.7785164,-1.3188471,-0.5948463,-0.5027073,-0.396399,-0.52531385,0.10562497,0.02422345,1.1154572,-1.3789464,0.8469714,2.3620503,-1.1454239,-0.08478537,-0.42373618,1.7085707,-1.0765857,-0.18487646,1.0697644,0.835345774,761
27557,33,-1.0883601,-0.3144885,-1.0513601,-0.7288475,-0.785347,-1.2716155,-0.68829125,-0.4281943,-0.30212644,3.621088,-1.9855033,0.05837735,-1.0478772,0.031112516,0.036869347,-0.86675155,-1.214817,-0.11501037,-0.3806093,1.7551564,-1.1659827,-0.1558889,1.1078379,0.835345774,762
27558,34,-1.1493512,-1.4379481,-0.9239875,-0.99155354,-0.7123147,-1.320578,-0.7279035,-0.38606754,-0.41484666,2.998961,0.05153865,0.097719714,0.983669,-1.3854433,1.73437,2.2878413,0.8834113,-0.17109142,-0.23750828,-0.50780094,-0.9726233,-0.10840561,1.0616511,0.835345774,763
27529,35,-0.9204574,-0.69407094,-0.98371994,-0.6948667,-0.07775492,-1.4746941,-0.78731334,-0.071705945,-0.5565454,-0.55874836,-1.4090195,-0.8982944,-0.99508137,-0.015369618,0.011256083,-0.850661,-1.1554588,-0.15446176,-0.40026954,1.6592486,-1.1470754,-0.050478674,1.1237077,0.835345774,734
27544,36,-1.248837,-0.8607285,-0.9889451,-0.8521248,-0.5449528,-1.3363816,-0.6027285,-0.3448352,-0.19149135,0.3805893,-2.3298678,-1.337531,0.8575852,-0.8316551,-0.97248435,0.13699599,-1.2030778,-0.10177426,-0.39400825,1.7107829,1.0702858,-0.18917833,-0.9839328,0.835345774,749
27528,37,-1.1122888,-0.6003146,-1.0675399,-0.9275701,-0.7402088,-1.3824214,-0.6754683,-0.38804433,-0.3652926,-0.71834975,0.07076622,0.03941694,1.0493797,1.3524826,1.014472,2.271074,0.8257602,-0.16441207,-0.32909578,-0.7792326,0.86262965,-0.15939577,-1.007177,0.835345774,733
27512,38,-0.9780715,0.1951629,-0.92365754,-0.8773736,-0.6070049,-1.2038198,-0.8284152,-0.47385037,-0.51066834,-0.6376085,-0.6227611,1.1679285,-0.7868071,-0.019284442,0.12590244,-0.8267702,0.96662945,-0.16559893,-0.44804317,-0.64573365,0.87639457,-0.2133487,-0.88903606,0.835345774,717
27526,39,-0.9954038,-0.28760973,0.9657922,-0.67161566,-0.86920017,-1.3293564,-0.5032359,-0.3568204,-0.3708681,3.986812,0.15865506,0.032916225,-1.1531233,-0.09835029,0.06140178,-0.7888755,0.8558578,-0.24060191,-0.3929657,-0.5698378,-0.99784464,-0.16010085,1.0142851,0.835345774,731
27559,40,-1.1725117,0.61722463,-0.86883074,-1.0826299,-0.59519535,-1.2751594,-0.5705018,-0.34722888,-0.29083022,2.6844587,-1.0967519,-2.216723,1.0615486,1.4462384,-2.430889,0.20246822,0.833349,-0.23982643,-0.23855713,-0.6383433,-1.0717324,-0.18173079,1.1317457,0.835345774,764
27495,41,-1.1461142,-0.662188,-0.9963094,-0.85303986,-0.35064328,-1.454933,-0.91334623,-0.29389715,-0.21859391,-0.57477045,-1.8050112,0.39825478,1.1107967,-0.989593,-0.77198184,0.30270985,-1.2211081,-0.051707394,-0.51842624,1.6984663,1.1050522,-0.1043568,-1.0507878,0.835345774,700
27496,42,-1.1834497,-1.2577953,-1.1761382,-1.0587037,-0.037585795,-1.3724154,-0.6445745,-0.32782626,-0.47646382,0.29948267,0.47379288,-1.737385,1.2149295,2.2815282,-2.4975183,1.2621974,0.7816308,-0.080301836,-0.31589794,-0.62553185,1.0247005,-0.24933709,-0.89021343,0.835345774,701
27497,43,-1.0432875,-1.7015942,-0.99631184,-0.87901545,-0.80540043,-1.2647904,-0.64757514,-0.2838757,-0.39704174,-0.8523721,-0.7120226,-0.9443805,-1.0387876,-0.20944022,0.010098037,-0.8681607,0.9424412,-0.093768425,-0.35370103,-0.5734704,1.0814425,-0.10847413,-0.8692246,0.835345774,702
27498,44,-0.91369075,1.1459254,-0.8040524,-0.71057576,-0.9629157,-0.82652104,-0.20607479,-0.37308922,-0.22260933,-0.4410534,-1.3980765,-0.18078795,-0.91540456,-0.19960095,0.22260809,-0.8610632,-1.1631337,-0.2587364,-0.4145945,1.5003326,-1.2075175,-0.08289125,1.068337,0.835345774,703
27499,45,-1.1441736,0.1626985,-0.8217994,-0.65223885,-0.5698372,-1.3378439,-0.62146103,-0.29477555,-0.3599082,-0.23262641,0.7042943,0.44359025,0.97411114,-0.40614715,-0.761967,1.0506841,0.7849394,-0.24339484,-0.39828658,-0.4946014,0.96060425,-0.11236534,-1.0092834,0.835345774,704
27500,46,-1.162365,-0.6974468,-1.1616102,-0.8721781,-0.2605364,-1.2736682,-0.6689464,-0.3304369,-0.40389314,0.43100744,0.6734697,0.8812904,1.2869862,-1.4046941,1.9204717,2.1802638,-1.1008742,-0.17524694,-0.45400676,1.5397872,0.9642823,-0.2827209,-1.0744975,0.835345774,705
27501,47,-1.088097,0.40650213,-0.98461187,-0.8983052,-0.8083959,-1.4135755,-0.55567586,-0.4014589,-0.29319143,-0.33531198,-0.28026202,-3.9733849,-1.0481145,0.000584489,0.14225343,-0.76547,0.9101295,-0.11823764,-0.36950782,-0.7391696,-1.1088052,-0.11242748,1.0781859,0.835345774,706
27502,48,-0.81914216,-1.195901,-1.2823616,-0.63644576,-0.04866691,-1.3792888,-0.61612844,-0.15700644,-0.27415904,0.84657884,0.9232329,-0.12223424,1.0862933,-0.4854216,1.7770066,0.16027333,-1.1153146,-0.078522764,2.7932384,-0.77148443,-1.1421521,-0.07186727,1.2065419,0.835345774,707
27503,49,-0.9193584,0.917576,-0.7686394,-0.76341456,-0.36223215,-1.2847846,-0.8935,-0.15297481,-0.35018757,-0.79082197,1.7497525,0.18693312,-0.9498387,-0.103272386,0.09588069,-0.95108384,0.99931204,-0.14856246,-0.27665192,-0.6411721,1.0535349,-0.17757298,-0.9487104,0.835345774,708
27504,50,-1.168505,-1.2458231,-0.9808251,-0.72435343,0.056643203,-1.4191982,-0.7589753,-0.26274294,-0.3366478,-0.6257856,0.6186962,-0.46308225,1.0231777,-0.76535094,-0.7963499,0.2669952,-1.1379694,0.03799101,-0.3682465,1.7612671,0.80575323,-0.15058547,-0.89387506,0.835345774,709
27505,51,-1.2596816,-0.004897241,-0.96222353,-0.95475894,-0.26614806,-1.5065004,-0.67076015,-0.4457513,-0.32335812,1.62408,-1.8691511,-0.4918801,1.1083746,-1.8400325,-1.7499334,0.13839844,-1.1811678,-0.012890847,-0.32363567,1.774256,0.9797108,-0.110971816,-0.9504747,0.835345774,710
27506,52,-1.0931493,-0.31522825,-1.1474996,-0.86148185,-0.04081663,-1.4837688,-0.7978901,-0.17546597,-0.3807845,0.06309499,0.543258,-0.5997489,0.9349001,2.5050156,-2.54296,0.2551724,0.80129075,-0.24422689,-0.32665405,-0.584943,1.1438957,-0.1574067,-1.1142327,0.835345774,711
27507,53,-0.92585444,1.4370292,-1.0113508,-0.76603514,-0.787109,-1.415303,-0.62755483,-0.42759994,-0.34276006,-0.81185967,0.03333071,0.048059195,1.014146,-1.3512939,1.8942537,0.003517856,1.0154966,-0.09787836,-0.4130926,-0.5598317,-1.0883776,-0.1875786,1.0503033,0.835345774,712
27508,54,-1.2259647,-1.1703949,-1.0180374,-0.8726831,-0.68229735,-1.3596256,-0.66428137,-0.46349815,-0.37190527,0.92904484,0.8208981,-1.0398375,0.9690175,-1.452135,1.0477111,0.30706972,-1.0828223,-0.27945873,-0.28487924,1.6791542,-1.1842558,-0.19369476,1.0572994,0.835345774,713
27509,55,-0.8853151,-0.39323214,-0.9084581,-0.79502904,-0.30255744,-1.5251452,-0.9170909,-0.1325199,-0.17508022,1.2015896,-0.5726381,0.7502756,-1.2576132,-0.1989878,0.018841421,-1.028718,0.7789182,-0.2907078,-0.4264343,-0.6647399,1.068587,-0.13770574,-0.9868348,0.835345774,714
27510,56,-1.0392199,-0.802196,-0.919386,-0.7527251,-0.23707454,-1.4316005,-0.71911246,-0.33885282,-0.21908972,-0.22552662,-2.581857,-0.38179293,1.1245558,-0.036430903,-0.8400069,0.12582041,-1.2843763,-0.10539486,-0.4579015,1.7167969,0.88742,-0.001890846,-1.0282706,0.835345774,715
27525,57,-1.0145183,0.77045673,-1.069491,-0.81454813,-0.72326314,-1.2462945,-0.60093176,-0.29741585,-0.31403694,1.1988199,0.04704772,0.18939608,1.0498041,-1.2625448,1.8608735,0.07374351,0.82615155,-0.16350992,-0.2370668,-0.7864408,1.0947671,-0.11170265,-1.034907,0.835345774,730
27524,58,-1.1944771,0.08060772,-0.8308623,-0.709094,-0.29865363,-1.2399489,-0.80759513,-0.3669054,-0.386327,-0.59248835,0.63442415,0.92142016,-0.9343653,-0.1239495,0.2441099,-0.8548211,-1.1586398,-0.18540002,2.5848067,-0.6062926,1.02848,-0.024152739,-0.9863289,0.835345774,729
27523,59,-1.1139152,1.1809291,-0.8952615,-0.83522886,-0.8291001,-1.2799119,-0.551186,-0.3316916,-0.30763313,0.5043075,-0.50144917,0.30980527,-0.92857593,-0.11096849,0.042898964,-0.90351874,-1.1632228,-0.09902291,2.7906845,-0.610515,-1.2035171,-0.13606754,1.0397725,0.835345774,728
27522,60,-1.2148389,-0.931987,-0.85592616,-0.76575935,-0.7552691,-1.3864653,-0.5232868,-0.35196596,-0.21259439,1.060393,0.1281697,0.20044571,1.125356,-1.052017,-0.8738352,0.26999363,-1.2166394,-0.16303518,-0.45540056,1.7091527,0.98027307,-0.14052439,-1.0456316,0.835345774,727
27521,61,-1.1696829,-1.0782543,-0.8162252,-0.6865237,-0.6861911,-1.2769717,-0.66383195,-0.48803392,-0.24109821,-0.4630488,-1.6266317,-0.56431305,-0.9913355,-0.08887958,-0.030981801,-0.77065945,0.8624745,-0.2013534,-0.3172119,-0.48408943,0.9275504,-0.1478537,-0.95673555,0.835345774,726
27520,62,-1.0550745,1.4083017,-1.0600824,-0.76900405,-0.1720021,-1.6595258,-0.5710595,-0.0806855,-0.23082314,4.6745257,-2.2213018,-1.6127762,-0.9490964,-0.11906942,0.095354326,-0.7909672,0.9068995,-0.114394076,-0.436504,-0.5772112,-0.97315484,-0.20274471,0.9933314,0.835345774,725
27527,63,-0.83809274,4.1732616,2.934586,-0.40762305,-0.2265105,-0.48614007,0.5232415,-0.05834867,-0.42151985,-0.60407007,0.6789064,-2.041466,-0.9767532,-0.217026,0.18100607,-0.9922402,-1.2207973,8.082949,-0.21392512,-0.5322123,-1.1438651,11.307804,-1.0464057,0.835345774,732
27519,64,-1.0026125,-0.6553338,-0.93796694,-0.8506709,-0.71190524,-1.3026869,-0.6263595,-0.47972775,-0.30775544,1.4763335,-0.56612253,0.6275954,-0.9238744,-0.07898309,-0.084065,-0.87172127,-0.9834489,-0.20870629,-0.25054795,1.6977875,-1.1108632,-0.0869476,0.9694844,0.835345774,724
27517,65,-1.0592979,-0.21305048,-0.8470781,-0.8048594,-0.5511286,-1.1561351,-0.73124003,-0.4221529,-0.44297165,0.030520849,0.44725883,-0.17597845,1.0532808,-1.885596,1.0152601,1.20814,-1.1062881,-0.11762373,-0.43872416,1.6141522,-1.1781105,-0.15109764,1.0290489,0.835345774,722
27516,66,-0.97308666,0.8586605,-0.8613179,-0.88200575,-0.40472734,-1.2851882,-0.92319244,-0.3156657,-0.4005548,-0.7628038,0.09402608,0.18317997,-1.0871574,-0.12750213,0.081755556,-0.8945704,0.9916777,-0.07533497,-0.3830704,-0.6263525,1.0252103,-0.20266056,-1.0010041,0.835345774,721
27515,67,-1.0555133,0.002363034,-0.8733669,-0.9081116,-0.652658,-1.2997919,-0.46710363,-0.41579098,-0.30005562,-0.30326578,0.47101912,0.6287348,0.9894847,-0.104798615,0.012018749,2.1911924,0.98893714,-0.13352957,-0.40470433,-0.6539277,-1.0320504,-0.15536362,1.0395023,0.835345774,720
27514,68,-1.0137202,-0.016261952,-0.8559672,-0.8582626,-0.6964111,-1.2673836,-0.6573862,-0.4902915,-0.18674535,1.4768535,-1.7107574,0.4557427,0.9863626,-0.8347159,0.903316,1.3513913,0.7862985,-0.18590854,-0.33186713,-0.83476883,-1.0424687,-0.20912404,0.98464614,0.835345774,719
27513,69,-1.199663,-0.687788,-0.9573789,-0.90698624,-0.10834613,-1.7476208,-0.8169309,-0.32143414,-0.32031292,0.26031193,0.09919112,0.033674397,1.1536192,2.347112,-2.523684,1.3377985,-1.3674016,-0.18031597,2.7027636,-0.59839284,-1.2715596,-0.057129044,1.1151967,0.835345774,718
27511,70,-1.1989973,-0.68990016,-1.0519922,-0.78618646,-0.7816404,-1.3011749,-0.52150184,-0.41481373,-0.31409696,-0.6618409,0.17986587,0.08666211,1.0537814,1.7709101,-0.7876647,0.19115546,-1.1306534,-0.31186345,-0.32545358,1.6146884,-1.0537597,-0.20455682,1.1445831,0.835345774,716
27518,71,-1.0166749,-0.29818937,-1.0207014,-0.8270559,-0.8645265,-1.3010397,-0.53649056,-0.4845366,-0.41206318,0.1306462,0.10971552,0.15622392,-1.1586697,-0.15010098,0.030236803,-0.9570239,-1.0980545,-0.22191525,-0.21500671,1.627962,-1.0233525,-0.20658933,1.1532376,0.835345774,723
27560,72,-1.1635896,-0.41019368,-0.9347279,-0.82070255,-0.19005571,-1.4842594,-0.5253808,-0.29473642,-0.56020004,0.5784869,0.09052892,0.219324,-0.9778249,-0.057789575,-0.029666593,-0.78175586,-1.2393332,-0.16965067,-0.5083507,1.804432,-0.9073544,-0.22321755,0.94197327,0.835345774,765
27628,73,-1.0700728,-0.6180766,-0.98724985,-1.055513,-0.21937118,-1.4733089,-0.93597054,-0.26836282,-0.33632883,-0.3432575,-1.7579553,0.58132696,-1.2124358,-0.038798705,0.051709607,-0.82678944,0.91787493,-0.12972602,-0.3305318,-0.6331567,0.88684857,-0.19272493,-0.91335267,0.835345774,833
27562,74,-1.0129504,2.29181,-0.92817783,-0.86670715,-0.6384366,-1.2592994,-0.57148564,-0.33943248,-0.39641333,-0.58974403,0.562608,0.6105677,-1.0399743,-0.1592021,0.032823574,-0.7828927,1.0111145,-0.1617784,-0.23274453,-0.6663836,-1.1436489,-0.25151315,0.9845076,0.835345774,767
27599,75,-1.0415524,-0.5425245,-1.0677464,-1.0690922,-0.10673397,-1.4350704,-0.7309971,-0.47171432,-0.59480023,2.507005,0.7668382,0.24914232,1.184609,-1.2847735,1.9749516,2.278467,-1.127117,-0.16939212,-0.51747704,1.5699352,1.0749911,0.01808488,-0.96955776,0.835345774,804
27600,76,-1.1922467,-0.4123532,-0.94340247,-0.99351114,-0.27220184,-1.4656553,-0.73315835,-0.28096744,-0.17032105,-0.7136752,0.22063297,0.083774544,1.0472193,2.2424402,-1.6728029,1.4041126,-1.2033377,0.0176506,-0.44326812,1.6910125,0.97507024,-0.077366196,-1.0451287,0.835345774,805
27601,77,-1.0964963,0.9466952,-0.88950086,-0.893397,-0.52735204,-1.18378,-0.69028956,-0.45386812,-0.28766203,-0.31252396,-1.4308895,-0.32372153,-1.0557815,-0.12233223,0.02979398,-0.88787436,0.9333711,-0.10579367,-0.34732604,-0.5804508,1.0585117,-0.19639646,-1.0713712,0.835345774,806
27602,78,-1.1384281,-0.17299612,-1.0857439,-0.9336926,-0.14142177,-1.7682523,-0.5764538,-0.16104068,-0.3556398,1.7294934,0.09827827,0.0991605,1.0584234,0.9143069,-2.5701194,1.2310894,0.84414107,-0.19176841,-0.30830523,-0.5416603,1.11174,-0.15548101,-0.94246674,0.835345774,807
27603,79,-1.1087462,0.7715717,-0.92140925,-0.75158757,-0.6422814,-1.1387035,-0.64290124,-0.45584485,-0.36640486,0.9201173,0.93470037,-1.9750752,-1.0428421,-0.019845638,0.11191996,-1.0376238,1.05239,-0.19795977,-0.2971507,-0.8024724,0.8374708,0.01583752,-1.0005534,0.835345774,808
27604,80,-1.1039021,-0.5568742,-0.8963937,-0.91725695,-0.8673222,-1.2315298,-0.72172415,-0.47419402,-0.402896,0.50225705,1.1716379,0.740698,-0.95628786,-0.014989107,0.012488474,-0.76798064,-1.0594763,-0.17065647,-0.3905845,1.5573995,-1.0577763,-0.24114345,1.1377907,0.835345774,809
27605,81,-1.0543815,-1.3024652,-0.9633576,-0.75667244,-0.85232484,-1.3101786,-0.78204817,-0.39924335,-0.27355677,-0.7000222,0.51515335,0.5236916,-1.1787413,-0.15588379,0.21367532,-0.88725847,0.9401857,-0.13072799,-0.35343918,-0.66637576,0.8647995,-0.13086611,-0.9917116,0.835345774,810
