id,month,y,open,promo,schoolholiday,holiday_0,holiday_a,holiday_b,holiday_c,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,storetype_a,storetype_b,storetype_c,storetype_d,storeassort_a,storeassort_b,storeassort_c,t,t_orig,z0,orig_id
43,-1.1695317,-0.37351125,-0.77414954,-0.99712193,-0.4248208,-1.4593688,-0.6175704,-0.33500972,-0.3372731,-0.31850147,-0.009128151,-0.04270616,-0.010419934,0.078855105,0.06771073,-0.117521964,0.60711217,-0.1124851,0.010189872,-0.63341886,1.0485741,-0.078936175,-1.0470161,0.24263372,0.835345774,702,27497
44,-0.46012074,-0.050655022,-0.45475367,-0.2920753,-0.42592365,-0.78877187,1.1324185,-0.26846722,-0.34108672,0.13279676,0.103447706,0.07253499,0.4139814,-0.000285424,0.04158046,0.32899305,-1.0979847,-0.12020331,0.045127425,1.1572618,-1.5003513,-0.103338644,1.4788975,0.45185426,0.835345774,703,27498
45,-1.1861899,-0.32519746,-0.75817454,-1.0178794,-0.5147923,-1.4454159,-0.62412715,-0.39658156,-0.3379534,-0.14149672,0.001430953,0.023697823,0.28449485,0.08060113,-0.027786486,0.18353125,0.01859532,-0.106949575,0.18657492,-0.15339723,0.30362013,-0.10096848,-0.28723422,0.22722377,0.835345774,704,27499
46,-1.1969981,-0.23122366,-0.7566731,-0.90624225,-0.5524497,-1.4372536,-0.6770216,-0.21810189,-0.3260232,0.0848919,0.004980581,0.104166985,0.15584478,0.010656455,0.010365962,0.10316978,-0.40792868,-0.11238887,0.15159218,0.35912272,-0.6282079,-0.083572835,0.6481908,0.24032392,0.835345774,705,27500
47,-1.16455,-0.2517896,-0.7820231,-0.88575613,-0.5486356,-1.42235,-0.5600586,-0.23622677,-0.33930954,0.14395225,0.038797103,0.11269897,0.24819031,-0.008752308,0.035082966,0.19929215,-0.72811466,-0.11716942,0.088041194,0.77879304,-1.0369955,-0.08869414,1.0470259,0.26064894,0.835345774,706,27501
48,-1.1753759,-0.2428958,-0.7740284,-0.8910182,-0.5486183,-1.4286278,-0.60779977,-0.23021427,-0.33255908,0.12577415,0.026895354,0.11020553,0.2102724,-0.003185592,0.02651219,0.16098788,-0.62332344,-0.11473981,0.109046884,0.63985354,-0.90935504,-0.08540458,0.9242088,0.25338846,0.835345774,707,27502
49,-1.180965,-0.34360218,-0.76928806,-0.93459016,-0.36963296,-1.4428343,-0.63255966,-0.2153838,-0.33497316,-0.3108517,-0.011398478,-0.042277515,-0.2990738,0.064484484,0.12508512,-0.36989817,0.7713585,-0.11806827,-0.10800754,-0.6960165,1.1063427,-0.0659363,-1.1002374,0.25453803,0.835345774,708,27503
50,-1.1981887,-0.28129923,-0.75472164,-0.97186136,-0.5285703,-1.4401238,-0.6485629,-0.3225458,-0.3343951,-0.041640196,0.001875201,0.05912766,0.22714636,0.054718085,-0.016772449,0.14843467,-0.16518153,-0.11012291,0.17276524,0.06425663,-0.095555395,-0.09412211,0.11435255,0.23325717,0.835345774,709,27504
51,-1.1980363,-0.28668147,-0.7543901,-0.97819495,-0.52614164,-1.4401963,-0.6451268,-0.3330479,-0.33517507,-0.054579254,0.001677783,0.05442664,0.23442212,0.05922032,-0.019607693,0.15304878,-0.14084949,-0.10979525,0.17473762,0.03507956,-0.042076085,-0.09488636,0.06058999,0.23254503,0.835345774,710,27505
52,-1.1668799,-0.36964387,-0.76832664,-1.0602721,-0.50212324,-1.4553751,-0.60174274,-0.46235308,-0.33845788,-0.2450885,0.001848863,-0.011502683,0.34200373,0.099244215,-0.029707618,0.21899536,0.2075331,-0.103264816,0.19490585,-0.37220457,0.69143903,-0.10796903,-0.6790932,0.22319481,0.835345774,711,27506
53,-1.1864064,-0.2335933,-0.7627232,-0.89553094,-0.5483266,-1.4334816,-0.6543213,-0.21983752,-0.32707173,0.104806185,0.014395649,0.10762817,0.17109928,0.002771594,0.016788624,0.12036989,-0.5035633,-0.113121174,0.13271095,0.48335013,-0.7612002,-0.08202894,0.78088135,0.24509369,0.835345774,712,27507
54,-1.0666217,-0.25826526,-0.77941394,-0.83509904,-0.52205,-1.3277824,-0.24591155,-0.27045992,-0.36097082,0.18668316,0.06942332,0.1262635,0.41914022,-0.017295055,0.04508677,0.36658671,-1.0684828,-0.11216111,0.010077443,1.2078508,-1.4212092,-0.10195728,1.4152519,0.2985589,0.835345774,713,27508
55,-1.1797256,-0.3468439,-0.7698147,-0.941368,-0.37561443,-1.4446266,-0.6309347,-0.22835007,-0.33522284,-0.31168076,-0.0111524,-0.042323947,-0.26778778,0.06604216,0.11886622,-0.3425446,0.7535559,-0.117463134,-0.09519652,-0.68923193,1.1000812,-0.06734544,-1.0944697,0.25324783,0.835345774,714,27509
56,-1.1922174,-0.31171024,-0.7557733,-1.0049683,-0.5177127,-1.4427665,-0.6308538,-0.37636533,-0.33747065,-0.112052836,0.001313703,0.033949077,0.26730892,0.07500816,-0.027038686,0.17330036,-0.034670252,-0.10803389,0.1828279,-0.090949215,0.18903676,-0.09873158,-0.1718878,0.22912666,0.835345774,715,27510
57,-1.1796987,-0.23966677,-0.77075446,-0.89305663,-0.54842055,-1.4312443,-0.62734354,-0.22761467,-0.32975537,0.11821289,0.021879556,0.10916406,0.19461939,-0.000914431,0.02294515,0.14525989,-0.58000153,-0.11404281,0.11761417,0.5824606,-0.8564011,-0.083582714,0.8731106,0.25048155,0.835345774,730,27525
58,-1.1959672,-0.30331892,-0.754279,-0.9969351,-0.5195296,-1.4411186,-0.63503885,-0.36378697,-0.3371708,-0.09373386,0.001240687,0.040326923,0.2566165,0.07152856,-0.02657342,0.16693524,-0.06781091,-0.10870824,0.1804967,-0.052096523,0.11774781,-0.097339645,-0.10012273,0.23031066,0.835345774,729,27524
59,-1.1735972,-0.24435703,-0.77534175,-0.8901536,-0.5486212,-1.4275962,-0.59995586,-0.23120198,-0.33366823,0.12876077,0.028850826,0.11061522,0.21650198,-0.004100255,0.02792035,0.16728088,-0.64053994,-0.115139075,0.10559576,0.66268057,-0.9303257,-0.0859452,0.9443874,0.25458142,0.835345774,728,27523
60,-1.1983168,-0.27806625,-0.754953,-0.9679342,-0.530097,-1.4400734,-0.65062773,-0.31607464,-0.33392203,-0.033664804,0.001976023,0.062017918,0.222653,0.051945157,-0.014982634,0.1455976,-0.18022598,-0.11031068,0.17155349,0.0823011,-0.1286932,-0.09360093,0.14756937,0.2336627,0.835345774,727,27522
61,-1.1659747,-0.3828159,-0.7756623,-1.0165755,-0.4419898,-1.4645128,-0.61290693,-0.37222478,-0.33798864,-0.32088125,-0.008421762,-0.042839527,0.07937971,0.08332569,0.049861684,-0.03900846,0.5560154,-0.110748135,0.046960797,-0.6139446,1.0306028,-0.08298023,-1.0304588,0.23893023,0.835345774,726,27521
62,-1.0904753,-0.25958347,-0.7859224,-0.846022,-0.5303695,-1.3545922,-0.3161374,-0.26101616,-0.3579105,0.18511324,0.064064406,0.1226615,0.38911918,-0.017093189,0.04505959,0.33573005,-1.018574,-0.11487227,0.023934644,1.1491842,-1.3681378,-0.09913672,1.3651778,0.29069448,0.835345774,725,27520
63,-0.14574361,2.8160927,3.150067,-0.086897664,-0.509786,-0.06690203,0.36617294,-0.23169133,-0.074488625,-0.53536,-0.11719178,-0.35117602,-0.5379524,0.20735101,0.26314124,-0.5194641,-0.87694097,7.709273,-0.29608354,-0.822269,-1.0140545,8.850748,-0.5292112,0.30806163,0.835345774,732,27527
64,-1.1181333,-0.261758,-0.7925086,-0.8604568,-0.5403794,-1.3856736,-0.404368,-0.25099286,-0.3540144,0.17901097,0.057551377,0.11884087,0.34701023,-0.014920211,0.04471896,0.29321983,-0.9455888,-0.118068196,0.041523445,1.0617936,-1.2901567,-0.09297433,1.2892925,0.28086314,0.835345774,724,27519
65,-1.0651712,-0.2581848,-0.7790842,-0.8343136,-0.52166545,-1.3264217,-0.24205635,-0.27099738,-0.361029,0.18658583,0.06959286,0.1263535,0.4207224,-0.017273165,0.045130767,0.36807337,-1.0707004,-0.11208259,0.00930861,1.2104905,-1.4236156,-0.10223421,1.4174985,0.2990565,0.835345774,722,27517
66,-1.167054,-0.37999225,-0.7752031,-1.010672,-0.4367797,-1.4629523,-0.61432207,-0.36093137,-0.33777127,-0.32015902,-0.008636115,-0.042798996,0.052128702,0.081969,0.05527821,-0.0628347,0.5715215,-0.11127537,0.035802152,-0.61985475,1.0360557,-0.08175303,-1.035484,0.24005406,0.835345774,721,27516
67,-1.138993,-0.2608562,-0.79195976,-0.87329173,-0.5459173,-1.4040715,-0.4690551,-0.24589923,-0.349828,0.1694176,0.051798515,0.116354406,0.31033137,-0.013796887,0.04438879,0.2586284,-0.87636757,-0.1181282,0.0556965,0.9749041,-1.2144035,-0.09001975,1.2146711,0.27303198,0.835345774,720,27515
68,-1.1496342,-0.25944942,-0.7898271,-0.8788622,-0.54776466,-1.4125624,-0.50258404,-0.2428774,-0.34665987,0.16253898,0.049036354,0.11521995,0.290003,-0.013293303,0.042968053,0.24000308,-0.83451676,-0.11833606,0.065287046,0.92018896,-1.1660012,-0.09031974,1.1692907,0.26875457,0.835345774,719,27514
69,-1.1788154,-0.24025579,-0.7714418,-0.8926537,-0.54850304,-1.4306852,-0.62324214,-0.22818986,-0.33035237,0.119825244,0.022962952,0.1093871,0.19793221,-0.001389406,0.023706295,0.14857075,-0.5891835,-0.11412496,0.115823135,0.59461564,-0.8676646,-0.08406742,0.88401014,0.25107744,0.835345774,718,27513
70,-1.0676789,-0.25832415,-0.77965474,-0.8356718,-0.52233005,-1.3287746,-0.24872215,-0.27006814,-0.36092898,0.1867542,0.0692997,0.12619787,0.4179867,-0.01731097,0.045054737,0.3655028,-1.0668664,-0.112218626,0.010637909,1.2059267,-1.4194549,-0.101755634,1.4136142,0.2981962,0.835345774,716,27511
71,-1.119725,-0.26192445,-0.7928196,-0.86141264,-0.54096675,-1.3874358,-0.40984133,-0.2504789,-0.35378045,0.17840439,0.057172574,0.11865634,0.34414285,-0.014674357,0.04467549,0.29037973,-0.9404996,-0.11824707,0.042626116,1.0556135,-1.284695,-0.092424,1.2838613,0.28025,0.835345774,723,27518
72,-1.1509602,-0.25920928,-0.7894416,-0.87944055,-0.5479281,-1.4135416,-0.50689584,-0.24244282,-0.3461937,0.16150667,0.04871712,0.115083635,0.28728715,-0.013190008,0.04264374,0.23754218,-0.8287033,-0.11844162,0.06671591,0.9124213,-1.1590303,-0.09045396,1.1629282,0.26821616,0.835345774,765,27560
73,-1.1745651,-0.36034346,-0.77200913,-0.96959156,-0.40052328,-1.4520894,-0.62416947,-0.28234252,-0.3362609,-0.31513363,-0.010127602,-0.042517424,-0.13750508,0.07252831,0.092970625,-0.22863516,0.6794244,-0.11494329,-0.04184853,-0.6609786,1.0740085,-0.07321283,-1.0704477,0.24787492,0.835345774,833,27628
74,-1.168877,-0.24823494,-0.77882767,-0.8878594,-0.5486288,-1.4248592,-0.57913965,-0.2338238,-0.33661172,0.13668692,0.03404022,0.11170232,0.2330352,-0.006527445,0.031657413,0.18398246,-0.68623155,-0.11619831,0.09643675,0.7232616,-0.98598063,-0.08737935,0.99793845,0.2577472,0.835345774,767,27562
75,-1.1937878,-0.22913636,-0.7560624,-0.89980626,-0.5527334,-1.4351603,-0.6745962,-0.21313998,-0.3241128,0.09234601,0.007053534,0.10630357,0.1541858,0.007923433,0.010970897,0.102042116,-0.42850247,-0.11323429,0.14810173,0.3866625,-0.6650425,-0.08248976,0.6854482,0.24124013,0.835345774,804,27599
76,-1.1981249,-0.28354672,-0.75458336,-0.974506,-0.52755606,-1.4401542,-0.647128,-0.32693103,-0.33472073,-0.047043357,0.001792746,0.05716479,0.23018447,0.05659821,-0.017956354,0.15036145,-0.15502073,-0.109986104,0.17358886,0.052073203,-0.07322332,-0.094441384,0.091902696,0.23295964,0.835345774,805,27600
77,-1.1703196,-0.37145022,-0.77381456,-0.9928128,-0.42101768,-1.4582295,-0.61860335,-0.32676604,-0.3371145,-0.31797415,-0.009284599,-0.042676628,-0.030311853,0.077864654,0.07166439,-0.13491389,0.618431,-0.11287012,0.002044681,-0.6377323,1.0525546,-0.07803996,-1.050684,0.24345402,0.835345774,806,27601
78,-1.1897721,-0.31718192,-0.75674736,-1.0102067,-0.5165279,-1.4438415,-0.628125,-0.3845667,-0.33766663,-0.123998076,0.001361297,0.029790312,0.27428147,0.07727731,-0.027342051,0.17745128,-0.013061064,-0.107593946,0.18434799,-0.11628357,0.23552206,-0.09963909,-0.21868269,0.22835457,0.835345774,807,27602
