,X0,X1,X2,X0_pred,X1_pred,X2_pred
260,7.0561631140703716,3.422894394947966,-0.8970991704087466,3.870225,4.7559643,-0.66347337
263,4.8150267613968,4.495016571832711,-1.076428469029528,3.9837003,4.741619,-0.7854322
269,4.468214422212654,4.814585897703473,-0.6711206643585294,3.4438164,4.435502,-0.3046962
276,2.8505651197431026,4.141497139965954,-2.759370431816289,4.8313127,4.542331,-2.7686546
280,6.984422749664762,4.961277965923347,-0.854340167864512,5.7837343,4.7921667,-0.660502
287,4.8983965167709345,5.766271936922887,1.1856182823123793,3.7371912,4.919005,0.5957492
289,4.392729357065558,5.896062652804921,-2.0585768269689835,4.260231,5.529071,-3.132854
290,5.89275909464855,3.809385995109163,-1.3916712115206493,5.1486998,4.766937,-0.5952911
299,3.6247818466989754,6.059919310036112,0.5796218553534093,4.874586,4.826619,0.043964848
309,6.2756123625126365,4.081589226448751,-1.4097594479430124,5.44805,4.865895,-1.7721504
314,5.443538226815151,3.762442596105208,1.7022918841672046,5.2553163,5.2397904,1.2660553
316,7.369004749813249,6.345939808152118,0.464272975976489,5.4635196,4.870513,0.65888774
321,4.823463967544795,4.217154462433642,-0.361014661122925,4.387519,4.880219,-1.0090772
324,3.3973134744850912,4.71006123486529,-4.370651479303101,3.806487,5.8101535,-3.9101026
328,2.211497363211557,4.023320130649093,1.4542643303024314,3.9430058,5.422345,-0.08741996
329,5.178884239288183,5.414290980717305,-2.0198353761635772,4.283624,4.7903867,-2.1535258
332,5.198586235579103,7.012134129289897,-1.3250066822250417,4.6281934,5.121996,-0.39440283
334,4.088762232680095,5.377863532738798,-0.34636103760257075,4.54528,5.070489,-0.24401602
340,6.01168316798761,5.336499061810459,0.4510090946715215,5.4643197,4.5816226,0.21018678
347,6.415054458147492,3.2592258538381604,0.566568748465487,5.3325043,5.5129356,0.07407388
348,3.9473502800585014,4.908179618802809,-0.5909498572524381,4.129237,5.1684036,-0.97603416
355,6.350305170945928,4.7368162681577966,-2.4351909187254095,4.8044143,5.348296,-1.179362
358,5.743908374550004,5.210706070478122,-0.6847286229683744,5.1348634,4.814668,-0.66244006
363,4.9489584529244866,5.990518389794566,-0.8773788739263788,6.0957327,4.714066,0.43648317
365,2.0363420158329997,3.52781144431589,0.3524507359804824,3.979173,4.658862,0.65035367
370,1.8411667153385436,7.002507796919131,0.5751710752349336,4.522521,5.8115587,1.0947418
375,3.963783266250587,2.6028630237372647,1.199764421005996,4.519716,5.095203,0.7701538
394,5.834019069397001,4.320983889456228,-0.8629095097410753,4.9763837,5.2146845,-1.0731958
399,4.868583615702543,3.012792864170554,-1.9768350114515008,3.7842839,5.5982213,-0.5275929
401,1.3248023857340279,7.435360542517731,1.993385286599546,2.6819916,6.180045,1.3471618
407,6.499220358441423,6.448290088407131,0.38221189493728325,5.8800087,4.620858,0.028722763
415,5.8134798864118835,4.593473998119771,1.0314780500310088,5.3426695,5.0003934,0.92718256
416,4.4599612153219335,3.438349411102065,1.7200884032864354,4.6867423,4.461114,1.6750779
421,5.746163059555868,5.497900718949502,-0.5942929987125778,3.9097745,5.45789,-0.8865741
424,3.408166604483876,6.841403543182992,-0.6465760245091564,4.2884674,6.0091753,0.48805937
426,4.080263089354801,5.521877196720978,-2.3788027865854846,3.3805625,5.8759313,-1.149503
429,6.83658329300185,5.889308795816379,1.8280250126092148,5.3390474,4.1132216,1.0172887
439,5.626878157946067,3.0899410223662467,0.08104298038835056,5.7000275,4.3918715,0.509074
449,2.649277524574623,5.875135343597992,2.4106853834988007,4.670944,4.2549157,2.276288
452,5.148596439340975,5.387528244265581,-0.38269277293698534,4.507757,5.7180934,-0.4251983
465,6.378540728900397,4.53203561158548,0.29047512819750554,5.6259747,4.6935525,0.71569824
467,6.086843504252813,3.8726356593585702,-1.5726404973004777,5.189473,5.1603765,-2.1024747
468,4.312583617288858,5.975536779435063,0.6820112363740882,5.4402394,4.0360255,0.75413084
472,5.841195188844312,4.870835346240704,-1.488321958851171,4.5856256,5.467813,-2.0582547
484,5.606978500292116,3.5709117957187395,0.47914934203838255,5.43268,4.852054,0.51996845
491,4.046142484951069,4.2685137108361495,-0.22359746652505602,5.002553,4.5048633,0.32383305
496,5.841153902038099,5.585385581429051,-1.6377839891632944,4.6638412,5.3193593,-0.73985183
497,5.236354962976595,6.857826571957702,-2.771579684620746,4.2821817,5.695716,-3.712104
501,3.0410286800496795,4.67468854400386,0.7750568350465126,4.4765487,5.0057015,0.5721314
518,5.165028287027823,4.246547047297323,-1.4610022884958875,5.0176835,4.4166303,-0.13800079
525,3.623333866540452,3.4014228457885407,-1.8130281901332672,5.730877,4.3964114,0.43889162
541,6.079125617068683,4.285674034587735,0.520946846887884,4.6864843,4.2924085,-0.20905812
542,6.529218597263668,5.483584160590058,-1.406720192786662,4.9030714,4.598882,-0.42462647
543,5.549232675548104,4.166738448200538,-0.985201050801726,4.9485435,4.371347,-0.778516
546,5.091808618779616,4.593821442465766,-0.5378306614637598,4.938543,4.631112,-0.47379452
553,6.956372638770513,5.506719042611097,-0.37965846453128155,4.9387755,5.1423645,-0.72008
554,4.269702134076573,1.4497300613883233,-0.7265812954006273,4.1725607,3.7343292,-0.16296262
568,4.901266797585072,4.535064133745154,0.4962247520711333,3.499016,5.0651402,0.2372027
571,7.10517693839977,4.420163391897154,-0.8224156684725418,4.8663735,5.8634405,0.2523677
578,5.418443075781592,6.5444190464956,0.8750430898490718,4.932462,5.130189,0.36697528
581,3.3093734865264084,5.047541182623677,3.221507125882409,4.242599,5.6855516,0.96944666
584,5.237280195755021,5.33499631776679,0.7725580089626369,4.375389,6.338971,0.06508584
585,3.259048091067737,4.357937782412363,-0.14239668778759756,4.634286,5.507631,-0.9257646
586,3.054909901994557,4.515158834079462,-0.19503006777833215,3.9437752,4.930307,-0.7931885
588,3.7815147963017037,5.872228129399591,-2.118595774738527,4.00331,5.179092,-1.4763517
590,5.326721279997018,5.461890122840926,-0.4064363601790412,4.055186,5.927579,-0.10543324
598,4.01912731678164,3.910821826645008,0.03639347657131764,5.997812,4.6552763,0.00033167005
600,5.035070496252085,3.800719844064538,1.2657719618610115,5.723231,4.2221994,0.3486975
609,3.8510679987259775,4.803245019270705,-1.217677396586084,4.9400306,5.1876597,-0.976768
610,4.691658991324868,5.180494048370243,-2.901493429617262,4.7499576,5.463498,-3.0175636
611,4.330825358955822,4.383615987206707,-1.4077080676201021,4.567504,4.486083,-0.5232919
612,5.659703742980283,4.10869033720169,-0.028106592099221894,5.8807406,4.5078845,-0.7734314
622,3.942605124197023,7.091674666860747,0.6336558346841605,4.2153125,4.85954,-0.65841806
624,5.724507219493155,6.410227934638765,-0.6534008559941322,4.3103657,5.573763,-0.5393127
626,3.3395348440067623,4.599089515239919,0.03182259753738164,4.2626505,4.838232,-0.9598117
630,4.600500124760045,3.2116788450276363,0.30499766552720176,4.3369074,4.3353577,1.4737122
631,4.381131443204318,5.394330445854419,-0.7926687124217422,5.621256,5.0281696,0.1744121
639,7.116321929459906,5.826277683477136,0.02558306716295733,5.357698,5.4936047,0.9547416
641,5.484689710236113,7.738795689881307,-3.674702071319893,4.4026003,5.905833,-4.105877
649,4.6731855647186755,5.257792147922986,-1.4047098301187004,5.2470517,5.308008,-0.46076247
656,5.242166798983021,5.051833502521585,0.04956717000050198,4.815653,5.3400726,-1.0443736
657,3.497542761389745,4.389597178703091,-0.8966751833641067,3.3840756,4.961735,-1.6729686
660,3.914515566329278,3.7344889510799155,-0.2241217501538873,4.373793,5.5739546,-0.92865837
661,3.783900393431677,4.2132798487236505,-0.23512277205038545,4.194838,4.849118,-0.6165812
662,3.4891721766064907,4.535960041765507,1.0930909797487638,3.7130103,5.359787,0.0075470805
665,3.1719170294015333,5.041293822938129,-0.5537347863330709,4.308474,5.2757635,-1.1149565
678,6.509109585329546,4.380260699554805,0.6759588930212326,5.294955,5.285163,-0.287738
679,4.701706373333189,3.418128345240544,-0.26129116150760134,5.3764844,5.1312056,0.07926116
682,3.418640120374571,4.678630565891369,0.9932530864330138,4.7891974,4.6305265,0.74211025
683,5.171467431576065,4.489805064247657,-0.07666609115498674,4.217668,4.722971,-0.121583104
693,4.916041871105123,6.878113718041519,-1.7292389622191604,5.206462,5.2169194,-1.2675121
705,3.68164005813909,4.236301861884545,0.3664609808188187,3.5954964,4.9887295,1.0548831
706,4.363855540635042,6.1361999680855615,-0.052992829664989916,4.5087357,5.5429697,0.5763942
722,6.742289262722596,3.766911719017212,0.10296676259856374,5.663769,4.7397723,0.4978867
723,3.491978532156681,3.9020628142245983,2.9465374369269153,4.7589655,4.209844,1.7267112
735,3.1381309511547375,3.759234386603676,0.3544319217626737,4.530731,4.5755167,1.333647
742,6.170761659544817,4.026023303357555,-3.296633020113443,5.563427,4.954067,-2.2284513
743,5.637508765578566,3.979588220400499,1.3728078112685917,5.3370056,4.346392,1.6813397
751,4.765995046507348,5.470418356504618,-0.9780437676553879,4.677264,5.203397,-1.0752252
759,5.25814097575326,3.6169406807714664,1.0259261890966256,5.202037,4.894977,-0.27028444
765,6.592997155992611,5.2307364689620774,1.2844329185743046,5.542178,5.424086,0.032498956
774,4.362229981610989,6.69362554792928,1.4441246834000654,3.692682,4.642953,0.8405711
782,5.266582146790996,5.154633197552983,-1.1073780028109383,4.9314523,5.628561,-2.6481678
790,4.417928084960106,6.42630863854808,1.0097898509239411,4.0183415,4.959242,-0.6390921
791,4.547360058905967,4.823111969723217,1.1061718803201073,4.271512,4.863633,1.2592523
799,3.3449272782464985,4.329276845365576,-2.1598379899721354,4.607253,4.370393,-0.9269911
800,6.398735340784376,3.7303476698269296,-0.4318827590478544,5.0451045,4.3744154,-1.1156383
810,6.019898808906991,4.395646830394655,-2.485564476352328,4.525729,4.1102686,-1.4688044
818,2.8513096603395836,4.3648663426182805,-0.2580341593883917,5.174292,4.3741407,-0.3580486
824,7.205378634872822,4.438103725940129,-3.356394955375245,5.2703543,4.436583,-1.7186085
827,6.567165260002049,5.016719822433527,-3.0646442745881193,5.692326,4.7851405,-2.3256207
833,2.8006032390628723,4.424098266306815,-2.3539281291282164,4.4072857,5.2561283,-2.7184005
834,5.533330683631553,5.102756347660269,-0.4244415031463705,3.9806573,4.755606,-0.6412765
835,4.732824024783001,4.37455014707604,-1.5999122406231558,4.4291797,4.5001426,-0.85311705
838,6.311874241451239,4.425563768539836,1.5780901574871788,5.7676578,4.679378,2.6059566
841,4.951940101000771,5.195447094601651,-3.2110077919535858,4.670296,5.928414,-2.3604019
874,7.363927701857517,5.169360736981837,-0.49430946787870433,5.895737,4.60953,-0.6801582
876,4.357662749608666,6.3299629313802495,-2.481709467680149,4.9698234,5.598328,-1.0822692
890,4.233976800121783,6.0795603062551,-0.7526603457649867,5.437465,4.9545646,0.29512057
900,3.875875806317062,6.035735592675042,0.2129079541961451,5.169588,5.1037955,0.22114657
905,4.5286128210347245,4.375779816778668,-0.4147732488494854,4.071244,5.453827,0.031128094
907,4.742836981183149,5.793561192517008,1.0138956842328748,4.908585,4.922272,1.917598
909,4.144852547312969,5.611604727980548,0.5447208451580977,4.8689895,5.0440907,-0.2552901
911,5.854279133851695,1.2694040291964976,-3.5287741627346674,5.1885138,4.007027,-3.7584887
916,3.5270300045501792,4.382155323914332,0.10929707506611973,3.952288,5.044379,-0.4696856
918,4.931188652860296,4.857112675415564,1.7713085575426109,5.270803,4.286667,1.1706401
920,5.344880868343623,5.515005525443445,1.9134922484321626,4.257495,4.9703617,0.74144197
922,4.701874799098692,5.854857182704336,0.8178950564187174,4.759634,4.7218866,0.5490698
923,7.01593024242438,5.231751829317394,0.7881132549634307,5.54519,5.500553,0.37873486
925,5.507133311561586,4.18821904241337,-0.8291364093505402,4.9110394,5.446768,0.19930074
930,4.785468291889034,5.255987278894041,0.8240155815194196,4.8124456,5.232803,1.0494049
933,6.173621643020278,3.559900838241015,0.3810981160289967,4.8623,4.341105,-0.8591657
934,5.457387234957286,5.275376489776637,1.4796374086920123,4.665613,4.7668424,0.877708
941,5.708506221373788,4.375002506115183,0.7535030387810465,5.1853676,5.0030727,0.7141944
945,3.942315671928255,3.9391587953667773,0.5467214919413341,5.4100122,4.658148,1.0343833
965,6.017916562272358,4.383740141762424,-1.6289594012254942,4.612769,5.0377507,-2.1179895
966,6.790001577450645,5.167056135839632,-1.822439857533423,4.636792,5.031363,-2.184986
971,5.381036871724357,5.536604270734389,-1.4526695404063734,5.3259597,5.423911,-0.8644904
980,3.894042279057104,6.147068381576776,2.6258338830666856,4.3065853,5.724251,1.3342534
986,4.573670424145986,5.88280936170096,-2.2687445353670483,5.2422204,5.1185994,-2.2697468
995,5.25544176946521,4.98652781838607,0.32213431304280155,4.4401174,5.5253067,-1.5808221
998,6.083577938307226,5.615294466837206,0.7345939463562945,4.376961,5.8394413,-0.8842437
1002,4.6236930608585585,5.792760744934904,-1.0412113805943592,4.095143,5.6019278,-1.5947001
1004,4.3096300516164066,7.94911135966233,-1.810799544593242,4.2383313,5.5545716,-1.4014225
1012,3.382011721500797,2.7175929056923414,-1.9344301070385697,3.7864618,3.580124,-0.10716842
1013,3.741401561731819,4.965371805270357,0.8423576584650043,3.7983809,4.5605564,-0.4926364
1017,3.5962186298179777,4.8844895377841295,-4.618737000018916,4.0347304,5.9045286,-4.038754
1027,3.1152298626855144,5.258830354060885,-1.192299477003092,3.7230272,4.8121324,-0.66242504
1029,4.509114678038661,5.114081716035941,0.3847620999471397,4.4590535,5.294112,-2.2834015
1030,6.004488624705525,3.403493832021538,0.3796334535193566,4.887971,5.112938,-0.5645448
1032,3.8235830711784424,4.552186239973084,-0.9055907637311598,3.4888203,4.694825,-0.67365694
1047,3.300969126036716,6.556371687300195,-1.295190545262162,3.2060626,5.227837,-0.48272395
1050,5.758035811702737,6.125888562964407,-1.5085019045847907,4.95695,5.319208,-2.1061502
1054,4.330875065896298,3.5024651938924487,-1.4633096079953596,3.9335632,4.603982,-2.586052
1055,5.011805648169733,6.634005826166535,-1.344046971414621,4.0423303,5.446355,-0.42674994
1057,7.622274784890935,5.770772660566448,-0.36436321087158086,5.5126443,4.33322,0.6145985
1063,3.524451177630984,6.895483886733094,-0.33185651499816826,4.4455132,4.211779,0.5552077
1067,6.7603427895043975,5.252448470410104,-0.409803217119582,6.032401,4.614758,-0.20692164
1068,6.710443015091578,3.662860213837482,2.1286663390558225,6.3815002,4.3462915,1.5156388
1070,7.073203714857253,3.225085575229575,2.2873873415398394,6.396401,4.3850737,2.2896402
1084,4.8978912230158995,4.266720915102451,0.3890256658540492,4.3280015,4.9612794,-0.72726953
1106,3.9353469719782255,5.6152245111559695,0.21154685117144817,4.422254,4.915938,0.11887766
1117,4.352541863657956,7.277231370768432,2.557575964338549,4.329777,5.8000684,1.588291
1134,5.7936935489424615,5.008249989315528,2.0797513501653753,5.7052393,5.551828,0.77589774
1137,4.516322946404399,6.74399379369646,-2.745215223445595,5.381423,6.0401087,-3.4079475
1138,4.2027815586812824,5.616097254271296,0.3451083789135295,4.9343023,5.5708838,0.035390973
1145,4.388528020643911,6.1481326870657576,-1.9914651267619152,3.0423245,5.2906737,-2.0441344
1146,2.706994051346413,4.723990025870562,0.14766117946468205,4.0730352,4.9470854,-1.0209084
1148,4.841099773154286,4.612958268261341,-0.6825501170233667,3.5978,4.9601707,-0.98816586
1150,3.4832776826360585,6.498768812915411,-3.44381411253047,3.068573,5.163753,-5.117797
1155,5.695665340658985,5.016074150360334,0.6907830110440383,5.230224,4.475377,0.026464492
1156,5.503572245547772,4.524466241271886,3.3207336404191037,5.012535,3.9215636,2.5748959
1161,6.222943147541285,3.4901624105333133,-0.738417355076133,5.9158473,4.5142503,-0.22760367
1169,5.189352611766904,3.5714024963502258,-2.1572868227035356,5.072826,4.8333735,-0.474944
1172,2.716033426714265,3.1458540671246116,0.8738913329152557,4.1756287,4.1573396,-0.5167024
1175,2.9965972425903082,5.287153973562487,0.8107914798429776,4.281631,4.082222,0.52450544
1178,3.8504177073958252,2.7031527263137782,0.5804442037092126,4.042421,4.218628,-0.64825726
1180,3.1796335868412338,6.354536662403694,0.297640964627801,3.3537016,5.044578,-0.5171989
1190,3.374795930052024,7.663960582697918,-0.8675162184990898,4.005358,6.068777,-0.17528614
1200,4.926599586517314,3.5707989779775495,-0.10285151190173003,4.7582893,3.9321218,0.06674957
1202,4.052974316455553,5.820529132101906,-0.18401498385125814,4.3930597,4.1204343,-0.3785117
1207,5.4136648766182365,4.324549741213094,1.4029268699596207,4.973581,4.391136,-0.3739057
1217,4.622148006930578,4.919155683565592,-1.0718350919658035,5.189418,4.5435767,-0.15564698
1239,3.660839012821096,5.217569261419555,-3.208091384389543,3.939877,5.854726,-3.9002318
1245,5.542410389692816,3.400417088145909,-2.654578568152132,5.5794683,4.527095,-1.2948947
1249,4.952317952612021,5.722693640359806,1.1305492217012456,5.3547935,4.9063153,-1.4750239
1254,5.616198454590108,3.25074001989992,-1.9915506885692622,4.340312,4.389774,-1.5767384
1265,2.470877997713558,4.819596591438251,-2.2329783844486846,4.1563015,5.8262553,-2.7811542
1269,4.789665703218079,6.796067134093998,-1.1861249228991326,3.7033207,5.494703,-1.247975
1275,5.762707072563039,5.411142048272701,-2.4551717296549995,4.2916493,5.198405,-1.4504745
1289,4.470389269134751,4.595157744734955,0.24708203641296775,3.7494261,5.2112193,0.31888857
1290,3.0300745910061995,6.095441609416153,-0.9328250442691964,4.09787,5.1245146,0.47531956
1293,6.3005437630163925,5.1389559696353935,0.08413174412970104,3.8180263,5.073076,0.7235338
1294,3.0447747464946318,5.181486588736755,2.7915549278336638,4.300638,5.1784587,0.2283218
1295,4.15459138159732,3.915496555250418,4.402016630476631,4.519327,4.269476,3.2666986
1299,4.141962083173348,5.368192759962659,-2.782367373824252,3.6542645,5.268177,-4.0600257
1305,5.0261654682946055,5.252172230597683,1.6816370767921969,4.3818545,4.778341,1.4612241
1306,2.810740358502069,5.553582550176515,1.0136470225704493,3.8718996,4.819965,-0.010304898
1312,3.0326381916722527,3.207463499948734,-0.4740566281988018,4.391185,4.449278,-1.0073812
1314,4.9131362113667665,1.7746915109189967,0.6108081081739176,4.817782,4.101199,0.27968237
1316,4.512812358085724,5.473371200996739,-1.1750253706598084,3.3946748,5.379908,0.42925024
1317,1.5537753398988383,4.8218768994425485,2.5224785482834133,4.2125816,4.3215375,2.7216728
1323,4.021200240794049,4.0469155423307885,-0.9007424384174074,4.1187396,5.20149,-0.85243034
1334,4.784534301515543,4.5355253050636835,0.19047911597344636,5.072668,5.8082714,0.19062504
1338,5.302895165839969,5.783140744885304,-0.6980339291880552,5.114049,5.785388,-0.3032096
1343,5.522753840938996,4.996615252793602,-0.2921817640942229,4.631324,5.0348644,0.41590506
1350,4.789704532163621,6.110273599332717,-1.299190319147078,4.437066,4.881505,-0.07218039
1358,4.546400712012378,5.7953979586664905,-1.0660005029756734,5.7127943,4.8692093,-1.2174869
1364,3.309063284500396,3.3644840305988017,-0.8754257717120705,4.3016357,4.9067106,-1.3280908
1367,4.828713735262504,7.43356902363095,-1.5948896206263357,3.9536233,5.4320555,-0.049612336
1377,3.527724640023614,6.526921787967225,-0.11245324532738149,3.9709647,5.591442,-0.6955662
1378,4.147466970560562,8.132591396041452,0.13023440586586127,4.4295325,5.3081403,0.6227884
1381,6.7753724698690085,4.069407011697852,0.44540221123940776,5.837338,5.1439805,-0.7702
1385,4.504582549499373,7.637159576998267,-0.37303212043713124,4.942222,5.6451364,-0.27353305
1394,4.0595098242423004,3.8247620301503753,3.9209034654592183,5.1677337,4.305012,2.592957
1397,6.306633014156772,2.469860236912525,0.49421180424414846,4.795538,5.1169333,0.20254624
1399,5.744695263548876,3.3050883721612623,1.3455705210741087,4.6316423,3.9658513,1.0834781
1422,4.971082474886196,5.890670326052624,2.2805524515152515,5.198973,4.9994144,2.3379269
1428,4.690052799765909,2.7729623001724826,0.33717300940245254,5.5252266,4.459887,-0.4647526
1433,5.711026010419109,5.842838214302475,3.584718186655575,4.717183,5.785541,2.5247421
1452,5.286641033644818,5.9319471658949245,-1.631686417762328,4.7841387,5.2669225,-2.4286256
1456,4.972470547116605,4.2595818962895065,-0.370017039376215,5.162555,5.1718893,0.3790051
1458,6.332833667969967,3.5941921999457995,1.7732847120428106,5.7101955,4.820718,0.30212465
1462,4.669445320164483,3.744766906125873,-0.9279766930233362,4.946675,4.4275527,1.0855029
1464,6.7757092959252345,4.45543864781981,-1.2264143927375253,5.565864,4.4633646,0.23646492
1471,5.573590328089576,3.2902310865645386,-0.77792054567978,3.7420034,4.6238317,-2.386651
1472,3.329399732624195,6.275587253822255,-0.6807363231093997,3.7710214,5.403822,-0.3954416
1480,5.446234076728324,5.208294071504209,-1.1543569298227125,3.782136,5.094979,-1.0312395
1487,3.71260468599548,5.60244886829194,-0.18028273349232735,5.5047216,5.1352916,-1.2186434
1489,4.976291167310572,6.284984986362195,-0.4026254587204378,4.7879877,5.7257886,0.53377855
1490,3.7521285570887324,3.856964954145132,0.5073922689215286,3.786166,4.9140477,0.23873264
1492,4.915709430589845,5.2025943818358815,-1.5306982766677675,5.0094447,5.091009,-0.5204495
1494,5.541328239474186,4.7685855030008995,-0.37064968637498413,3.947342,5.2458034,-0.73444295
1497,5.0404554702014295,5.762000637835326,-0.2684829279028144,5.7185593,4.6682177,0.8884634
1498,4.472694658846499,3.853135886523299,-0.10778598684254337,4.4351854,4.298215,-1.3274864
1500,6.003135082752384,4.714219269192355,-0.5352097746829897,5.301833,5.17915,-1.6513116
1507,5.719252387031155,4.1699781692442075,-1.5420287550620877,4.575181,4.29446,-1.0014323
1522,4.535201646109276,6.105553071049604,-0.14257538575929427,4.842502,5.5474796,-1.797521
1529,3.0191350161696233,7.261202780570224,0.43226642643393276,4.0595574,5.7363896,-0.19341163
1530,5.648774819643511,5.943389253644422,-1.5852705309033648,4.8770933,5.3906426,-1.137693
1533,4.991164462516346,4.686834451260254,-0.8413402438508096,4.2452717,5.7427225,-0.23481677
1535,4.224986793125289,3.8642373043958624,0.1476600980985126,3.7414007,5.0859575,0.22261451
1538,4.5988095823120325,4.787649486437531,-0.287431262911916,4.3094506,4.885045,-0.55362475
1544,3.4466373731638713,5.10856372299576,-0.4105468026605289,4.944165,4.910032,-1.5122441
1546,2.209502066317781,3.8688792182644147,0.7264664844069804,4.6148205,4.35059,1.4546704
1549,1.7741819461285924,4.918007679141256,-0.46963447709108536,4.036251,5.08634,-0.3247587
1550,4.918707775408429,5.553037447816255,-0.15941305244720605,4.258171,5.7902308,-0.25797084
1554,3.3619015652575874,4.560511781827559,-1.7180859601705045,3.5432322,5.520345,-1.831579
1557,5.155102952558507,5.676151288837517,-0.40292946740795743,5.5093203,5.134542,-0.27453107
